"","region","date","temp","rain"
"2580","SYU",2015-01-24,13.8440000000001,0
"2581","SYU",2015-01-25,14.913,0
"2582","SYU",2015-01-26,14.463,4
"2583","SYU",2015-01-27,13.308,3
"2584","SYU",2015-01-28,13.111,2
"2585","SYU",2015-01-29,14.254,0
"2586","SYU",2015-01-30,12.222,0
"2587","SYU",2015-01-31,11.802,0
"2588","SYU",2015-02-01,12.98,0
"2589","SYU",2015-02-02,13.521,0
"2590","SYU",2015-02-03,13.303,0
"2591","SYU",2015-02-04,10.74,2
"2592","SYU",2015-02-05,7.90600000000001,5
"2593","SYU",2015-02-06,9.28900000000004,2
"2594","SYU",2015-02-07,11.654,2
"2595","SYU",2015-02-08,8.13600000000002,2
"2596","SYU",2015-02-09,7.05000000000001,2
"2597","SYU",2015-02-10,9.65000000000003,0
"2598","SYU",2015-02-11,11.477,0
"2599","SYU",2015-02-12,10.6,0
"2600","SYU",2015-02-13,14.172,0
"2601","SYU",2015-02-14,15.622,0
"2602","SYU",2015-02-15,16.526,5
"2603","SYU",2015-02-16,16.513,0
"2604","SYU",2015-02-17,15.471,0
"2605","SYU",2015-02-18,15.088,0
"2606","SYU",2015-02-19,14.7070000000001,0
"2607","SYU",2015-02-20,14.859,0
"2608","SYU",2015-02-21,16.275,2
"2609","SYU",2015-02-22,16.599,0
"2610","SYU",2015-02-23,15.87,4
"2611","SYU",2015-02-24,15.97,0
"2612","SYU",2015-02-25,17.33,0
"2613","SYU",2015-02-26,17.072,0
"2614","SYU",2015-02-27,17.097,0
"2615","SYU",2015-02-28,16.833,0
"2616","SYU",2015-03-01,14.0820000000001,0
"2617","SYU",2015-03-02,14.204,1
"2618","SYU",2015-03-03,16.185,0
"2619","SYU",2015-03-04,14.178,1
"2620","SYU",2015-03-05,15.702,2
"2621","SYU",2015-03-06,15.5700000000001,4
"2622","SYU",2015-03-07,15.744,1
"2623","SYU",2015-03-08,16.73,0
"2624","SYU",2015-03-09,15.036,2
"2625","SYU",2015-03-10,10.788,12
"2626","SYU",2015-03-11,11.298,8
"2627","SYU",2015-03-12,11.8440000000001,1
"2628","SYU",2015-03-13,15.272,0
"2629","SYU",2015-03-14,17.19,0
"2630","SYU",2015-03-15,18.873,0
"2631","SYU",2015-03-16,19.5,1
"2632","SYU",2015-03-17,20.493,0
"2633","SYU",2015-03-18,22.601,0
"2634","SYU",2015-03-19,21.843,0
"2635","SYU",2015-03-20,20.041,0
"2636","SYU",2015-03-21,19.119,0
"2637","SYU",2015-03-22,18.307,1
"2638","SYU",2015-03-23,14.527,18
"2639","SYU",2015-03-24,14.277,12
"2640","SYU",2015-03-25,13.289,13
"2641","SYU",2015-03-26,14.988,23
"2642","SYU",2015-03-27,15.461,4
"2643","SYU",2015-03-28,16.838,0
"2644","SYU",2015-03-29,18.86,0
"2645","SYU",2015-03-30,19.936,1
"2646","SYU",2015-03-31,21.366,1
"2647","SYU",2015-04-01,21.683,0
"2648","SYU",2015-04-02,23.107,0
"2649","SYU",2015-04-03,22.834,0
"2650","SYU",2015-04-04,23.164,0
"2651","SYU",2015-04-05,22.966,0
"2652","SYU",2015-04-06,22.109,3
"2653","SYU",2015-04-07,17.733,1
"2654","SYU",2015-04-08,15.68,3
"2655","SYU",2015-04-09,16.906,1
"2656","SYU",2015-04-10,15.353,9
"2657","SYU",2015-04-11,13.728,29
"2658","SYU",2015-04-12,15.552,1
"2659","SYU",2015-04-13,14.474,0
"2660","SYU",2015-04-14,13.671,0
"2661","SYU",2015-04-15,17.809,0
"2662","SYU",2015-04-16,19.145,0
"2663","SYU",2015-04-17,20.431,0
"2664","SYU",2015-04-18,22.572,3
"2665","SYU",2015-04-19,23.509,3
"2666","SYU",2015-04-20,21.772,5
"2667","SYU",2015-04-21,17.546,3
"2668","SYU",2015-04-22,18.975,1
"2669","SYU",2015-04-23,20.226,2
"2670","SYU",2015-04-24,19.598,3
"2671","SYU",2015-04-25,20.486,1
"2672","SYU",2015-04-26,20.654,1
"2673","SYU",2015-04-27,21.404,1
"2674","SYU",2015-04-28,21.963,2
"2675","SYU",2015-04-29,22.12,4
"2676","SYU",2015-04-30,21.836,0
"2677","SYU",2015-05-01,21.422,3
"2678","SYU",2015-05-02,23.696,2
"2679","SYU",2015-05-03,23.105,2
"2680","SYU",2015-05-04,20.636,8
"2681","SYU",2015-05-05,19.111,6
"2682","SYU",2015-05-06,21.158,1
"2683","SYU",2015-05-07,22.282,2
"2684","SYU",2015-05-08,22.368,2
"2685","SYU",2015-05-09,22.713,3
"2686","SYU",2015-05-10,22.243,1
"2687","SYU",2015-05-11,22.181,3
"2688","SYU",2015-05-12,21.09,2
"2689","SYU",2015-05-13,23.111,1
"2690","SYU",2015-05-14,23.796,0
"2691","SYU",2015-05-15,25.146,0
"2692","SYU",2015-05-16,24.467,0
"2693","SYU",2015-05-17,23.636,0
"2694","SYU",2015-05-18,25.599,0
"2695","SYU",2015-05-19,25.117,3
"2696","SYU",2015-05-20,19.847,19
"2697","SYU",2015-05-21,18.726,12
"2698","SYU",2015-05-22,21.003,14
"2699","SYU",2015-05-23,20.995,38
"2700","SYU",2015-05-24,20.565,85
"2701","SYU",2015-05-25,20.774,11
"2702","SYU",2015-05-26,20.579,25
"2703","SYU",2015-05-27,23.103,4
"2704","SYU",2015-05-28,24.048,2
"2705","SYU",2015-05-29,25.095,2
"2706","SYU",2015-05-30,24.634,3
"2707","SYU",2015-05-31,22.228,6
"2708","SYU",2015-06-01,23.437,1
"2709","SYU",2015-06-02,24.875,0
"2710","SYU",2015-06-03,24.3200000000001,0
"2711","SYU",2015-06-04,23.687,0
"2712","SYU",2015-06-05,24.362,0
"2713","SYU",2015-06-06,22.521,2
"2714","SYU",2015-06-07,23.428,1
"2715","SYU",2015-06-08,24.821,0
"2716","SYU",2015-06-09,25.275,0
"2717","SYU",2015-06-10,25.926,0
"2718","SYU",2015-06-11,26.235,0
"2719","SYU",2015-06-12,25.777,1
"2720","SYU",2015-06-13,25.271,0
"2721","SYU",2015-06-14,24.754,1
"2722","SYU",2015-06-15,25.162,1
"2723","SYU",2015-06-16,26.117,0
"2724","SYU",2015-06-17,26.781,0
"2725","SYU",2015-06-18,26.473,0
"2726","SYU",2015-06-19,25.808,1
"2727","SYU",2015-06-20,25.032,1
"2728","SYU",2015-06-21,24.62,2
"2729","SYU",2015-06-22,24.315,19
"2730","SYU",2015-06-23,23.626,27
"2731","SYU",2015-06-24,24.99,2
"2732","SYU",2015-06-25,26.361,1
"2733","SYU",2015-06-26,26.75,0
"2734","SYU",2015-06-27,26.664,0
"2735","SYU",2015-06-28,26.367,0
"2736","SYU",2015-06-29,25.862,0
"2737","SYU",2015-06-30,26.64,0
"2738","SYU",2015-07-01,26.375,0
"2739","SYU",2015-07-02,25.9570000000001,1
"2740","SYU",2015-07-03,25.091,0
"2741","SYU",2015-07-04,24.721,1
"2742","SYU",2015-07-05,25.714,1
"2743","SYU",2015-07-06,24.908,22
"2744","SYU",2015-07-07,23.812,14
"2745","SYU",2015-07-08,24.389,11
"2746","SYU",2015-07-09,24.425,11
"2747","SYU",2015-07-10,22.675,70
"2748","SYU",2015-07-11,24.758,3
"2749","SYU",2015-07-12,24.682,2
"2750","SYU",2015-07-13,24.28,2
"2751","SYU",2015-07-14,24.404,3
"2752","SYU",2015-07-15,24.08,3
"2753","SYU",2015-07-16,24.5940000000001,2
"2754","SYU",2015-07-17,24.506,2
"2755","SYU",2015-07-18,24.762,3
"2756","SYU",2015-07-19,23.046,19
"2757","SYU",2015-07-20,24.099,6
"2758","SYU",2015-07-21,25.8320000000001,0
"2759","SYU",2015-07-22,23.855,1
"2760","SYU",2015-07-23,23.593,2
"2761","SYU",2015-07-24,24.415,0
"2762","SYU",2015-07-25,24.814,1
"2763","SYU",2015-07-26,24.953,4
"2764","SYU",2015-07-27,23.263,10
"2765","SYU",2015-07-28,22.188,12
"2766","SYU",2015-07-29,23.209,1
"2767","SYU",2015-07-30,22.992,2
"2768","SYU",2015-07-31,23.467,3
"2769","SYU",2015-08-01,23.51,1
"2770","SYU",2015-08-02,23.808,0
"2771","SYU",2015-08-03,24.11,1
"2772","SYU",2015-08-04,23.855,2
"2773","SYU",2015-08-05,23.309,3
"2774","SYU",2015-08-06,25.47,2
"2775","SYU",2015-08-07,23.775,148
"2776","SYU",2015-08-08,22.518,89
"2777","SYU",2015-08-09,22.777,6
"2778","SYU",2015-08-10,24.078,0
"2779","SYU",2015-08-11,24.622,0
"2780","SYU",2015-08-12,24.79,1
"2781","SYU",2015-08-13,23.579,4
"2782","SYU",2015-08-14,22.736,9
"2783","SYU",2015-08-15,24.647,3
"2784","SYU",2015-08-16,22.847,14
"2785","SYU",2015-08-17,23.132,5
"2786","SYU",2015-08-18,23.203,6
"2787","SYU",2015-08-19,23.584,14
"2788","SYU",2015-08-20,25.055,8
"2789","SYU",2015-08-21,25.564,44
"2790","SYU",2015-08-22,25.835,2
"2791","SYU",2015-08-23,23.338,27
"2792","SYU",2015-08-24,24.306,4
"2793","SYU",2015-08-25,23.325,4
"2794","SYU",2015-08-26,22.174,21
"2795","SYU",2015-08-27,21.224,14
"2796","SYU",2015-08-28,21.224,14
"2797","SYU",2015-08-29,20.263,48
"2798","SYU",2015-08-30,20.192,26
"2799","SYU",2015-08-31,20.409,20
"2800","SYU",2015-09-01,21.818,6
"2801","SYU",2015-09-02,22.412,3
"2802","SYU",2015-09-03,23.717,4
"2803","SYU",2015-09-04,23.129,4
"2804","SYU",2015-09-05,23.987,4
"2805","SYU",2015-09-06,24.394,1
"2806","SYU",2015-09-07,20.876,9
"2807","SYU",2015-09-08,22.373,8
"2808","SYU",2015-09-09,21.917,3
"2809","SYU",2015-09-10,21.667,0
"2810","SYU",2015-09-11,21.988,0
"2811","SYU",2015-09-12,22.028,1
"2812","SYU",2015-09-13,21.913,2
"2813","SYU",2015-09-14,23.429,0
"2814","SYU",2015-09-15,22.8320000000001,4
"2815","SYU",2015-09-16,22.383,1
"2816","SYU",2015-09-17,22.095,1
"2817","SYU",2015-09-18,21.961,0
"2818","SYU",2015-09-19,22.587,0
"2819","SYU",2015-09-20,21.94,1
"2820","SYU",2015-09-21,21.878,6
"2821","SYU",2015-09-22,22.993,1
"2822","SYU",2015-09-23,23.448,2
"2823","SYU",2015-09-24,22.916,1
"2824","SYU",2015-09-25,23.453,1
"2825","SYU",2015-09-26,22.442,3
"2826","SYU",2015-09-27,21.624,16
"2827","SYU",2015-09-28,21.98,140
"2828","SYU",2015-09-29,23.044,22
"2829","SYU",2015-09-30,23.495,12
"2830","SYU",2015-10-01,23.532,2
"2831","SYU",2015-10-02,22.817,0
"2832","SYU",2015-10-03,23.433,1
"2833","SYU",2015-10-04,23.412,1
"2834","SYU",2015-10-05,23.621,0
"2835","SYU",2015-10-06,23.042,1
"2836","SYU",2015-10-07,22.111,1
"2837","SYU",2015-10-08,21.288,4
"2838","SYU",2015-10-09,20.057,2
"2839","SYU",2015-10-10,19.9,3
"2840","SYU",2015-10-11,18.031,4
"2841","SYU",2015-10-12,19.541,1
"2842","SYU",2015-10-13,18.97,0
"2843","SYU",2015-10-14,19.584,0
"2844","SYU",2015-10-15,20.189,0
"2845","SYU",2015-10-16,20.688,0
"2846","SYU",2015-10-17,20.377,0
"2847","SYU",2015-10-18,21.514,0
"2848","SYU",2015-10-19,22.4570000000001,2
"2849","SYU",2015-10-20,20.831,11
"2850","SYU",2015-10-21,20.196,3
"2851","SYU",2015-10-22,20.749,0
"2852","SYU",2015-10-23,21.536,0
"2853","SYU",2015-10-24,22.003,1
"2854","SYU",2015-10-25,22.081,0
"2855","SYU",2015-10-26,21.411,1
"2856","SYU",2015-10-27,21.204,0
"2857","SYU",2015-10-28,20.779,1
"2858","SYU",2015-10-29,20.976,1
"2859","SYU",2015-10-30,20.755,1
"2860","SYU",2015-10-31,19.485,0
"2861","SYU",2015-11-01,18.981,1
"2862","SYU",2015-11-02,18.435,0
"2863","SYU",2015-11-03,20.471,1
"2864","SYU",2015-11-04,21.019,4
"2865","SYU",2015-11-05,21.494,0
"2866","SYU",2015-11-06,22.038,0
"2867","SYU",2015-11-07,22.547,0
"2868","SYU",2015-11-08,22.148,1
"2869","SYU",2015-11-09,20.718,1
"2870","SYU",2015-11-10,19.185,0
"2871","SYU",2015-11-11,19.615,1
"2872","SYU",2015-11-12,20.967,0
"2873","SYU",2015-11-13,20.427,2
"2874","SYU",2015-11-14,19.473,1
"2875","SYU",2015-11-15,21.103,1
"2876","SYU",2015-11-16,20.842,0
"2877","SYU",2015-11-17,21.905,0
"2878","SYU",2015-11-18,22.015,0
"2879","SYU",2015-11-19,20.655,0
"2880","SYU",2015-11-20,21.174,2
"2881","SYU",2015-11-21,19.827,4
"2882","SYU",2015-11-22,20.01,0
"2883","SYU",2015-11-23,20.475,0
"2884","SYU",2015-11-24,19.3,0
"2885","SYU",2015-11-25,16.022,1
"2886","SYU",2015-11-26,11.8440000000001,0
"2887","SYU",2015-11-27,14.217,0
"2888","SYU",2015-11-28,17.119,0
"2889","SYU",2015-11-29,17.527,0
"2890","SYU",2015-11-30,17.467,0
"2891","SYU",2015-12-01,18.029,0
"2892","SYU",2015-12-02,17.946,0
"2893","SYU",2015-12-03,15.8200000000001,1
"2894","SYU",2015-12-04,15.353,0
"2895","SYU",2015-12-05,17.165,4
"2896","SYU",2015-12-06,15.527,5
"2897","SYU",2015-12-07,16.147,2
"2898","SYU",2015-12-08,17.292,1
"2899","SYU",2015-12-09,17.492,29
"2900","SYU",2015-12-10,15.654,5
"2901","SYU",2015-12-11,15.606,1
"2902","SYU",2015-12-12,15.794,0
"2903","SYU",2015-12-13,17.365,0
"2904","SYU",2015-12-14,17.297,0
"2905","SYU",2015-12-15,14.06,0
"2906","SYU",2015-12-16,10.048,0
"2907","SYU",2015-12-17,8.98000000000002,0
"2908","SYU",2015-12-18,11.742,0
"2909","SYU",2015-12-19,14.3440000000001,0
"2910","SYU",2015-12-20,15.996,1
"2911","SYU",2015-12-21,17.667,1
"2912","SYU",2015-12-22,18.8200000000001,1
"2913","SYU",2015-12-23,19.31,0
"2914","SYU",2015-12-24,18.021,0
"2915","SYU",2015-12-25,14.829,1
"2916","SYU",2015-12-26,15.659,1
"2917","SYU",2015-12-27,13.866,3
"2918","SYU",2015-12-28,13.314,1
"2919","SYU",2015-12-29,13.593,0
"2920","SYU",2015-12-30,13.464,1
"2921","SYU",2015-12-31,13.433,0
"2922","SYU",2016-01-01,15.5940000000001,0
"2923","SYU",2016-01-02,15.866,8
"2924","SYU",2016-01-03,16.44,17
"2925","SYU",2016-01-04,17.886,2
"2926","SYU",2016-01-05,17.196,2
"2927","SYU",2016-01-06,14.727,8
"2928","SYU",2016-01-07,13.889,4
"2929","SYU",2016-01-08,12.735,1
"2930","SYU",2016-01-09,13.611,0
"2931","SYU",2016-01-10,15.031,1
"2932","SYU",2016-01-11,12.956,14
"2933","SYU",2016-01-12,12.742,2
"2934","SYU",2016-01-13,10.855,3
"2935","SYU",2016-01-14,11.874,3
"2936","SYU",2016-01-15,11.512,9
"2937","SYU",2016-01-16,15.0940000000001,2
"2938","SYU",2016-01-17,12.579,11
"2939","SYU",2016-01-18,11.764,1
"2940","SYU",2016-01-19,11.687,1
"2941","SYU",2016-01-20,13.396,3
"2942","SYU",2016-01-21,13.581,2
"2943","SYU",2016-01-22,12.26,21
"2944","SYU",2016-01-23,3.60200000000003,25
"2945","SYU",2016-01-24,-0.0169999999999959,5
"2946","SYU",2016-01-25,3.99900000000002,0
"2947","SYU",2016-01-26,11.038,2
"2948","SYU",2016-01-27,12.438,6
"2949","SYU",2016-01-28,13.949,11
"2950","SYU",2016-01-29,14.091,28
"2951","SYU",2016-01-30,13.169,1
"2952","SYU",2016-01-31,14.809,2
"2953","SYU",2016-02-01,10.688,6
"2954","SYU",2016-02-02,10.363,3
"2955","SYU",2016-02-03,11.505,1
"2956","SYU",2016-02-04,12.867,3
"2957","SYU",2016-02-05,9.791,1
"2958","SYU",2016-02-06,5.70700000000005,0
"2959","SYU",2016-02-07,7.154,0
"2960","SYU",2016-02-08,9.58600000000001,0
"2961","SYU",2016-02-09,11.949,0
"2962","SYU",2016-02-10,15.235,0
"2963","SYU",2016-02-11,15.377,1
"2964","SYU",2016-02-12,18.15,0
"2965","SYU",2016-02-13,19.4450000000001,0
"2966","SYU",2016-02-14,12.597,4
"2967","SYU",2016-02-15,8.90100000000001,3
"2968","SYU",2016-02-16,9.34100000000001,6
"2969","SYU",2016-02-17,10.69,9
"2970","SYU",2016-02-18,13.375,2
"2971","SYU",2016-02-19,12.752,1
"2972","SYU",2016-02-20,10.42,4
"2973","SYU",2016-02-21,13.851,0
"2974","SYU",2016-02-22,14.477,2
"2975","SYU",2016-02-23,12.644,5
"2976","SYU",2016-02-24,10.926,2
"2977","SYU",2016-02-25,11.591,2
"2978","SYU",2016-02-26,11.824,2
"2979","SYU",2016-02-27,12.236,1
"2980","SYU",2016-02-28,14.592,0
"2981","SYU",2016-02-29,11.448,0
"2982","SYU",2016-03-01,12.833,0
"2983","SYU",2016-03-02,13.45,0
"2984","SYU",2016-03-03,15.378,0
"2985","SYU",2016-03-04,17.283,0
"2986","SYU",2016-03-05,17.52,0
"2987","SYU",2016-03-06,16.968,1
"2988","SYU",2016-03-07,17.722,0
"2989","SYU",2016-03-08,19.148,1
"2990","SYU",2016-03-09,14.222,20
"2991","SYU",2016-03-10,8.983,38
"2992","SYU",2016-03-11,9.577,10
"2993","SYU",2016-03-12,12.774,4
"2994","SYU",2016-03-13,14.271,34
"2995","SYU",2016-03-14,12.025,5
"2996","SYU",2016-03-15,11.834,13
"2997","SYU",2016-03-16,14.265,1
"2998","SYU",2016-03-17,17.155,8
"2999","SYU",2016-03-18,18.977,19
"3000","SYU",2016-03-19,18.079,2
"3001","SYU",2016-03-20,16.078,10
"3002","SYU",2016-03-21,15.057,18
"3003","SYU",2016-03-22,15.576,5
"3004","SYU",2016-03-23,13.633,17
"3005","SYU",2016-03-24,9.69100000000003,16
"3006","SYU",2016-03-25,7.75600000000003,8
"3007","SYU",2016-03-26,10.487,0
"3008","SYU",2016-03-27,8.726,1
"3009","SYU",2016-03-28,12.366,0
"3010","SYU",2016-03-29,15.256,0
"3011","SYU",2016-03-30,17.076,1
"3012","SYU",2016-03-31,17.577,1
"3013","SYU",2016-04-01,18.496,0
"3014","SYU",2016-04-02,19.651,0
"3015","SYU",2016-04-03,20.877,1
"3016","SYU",2016-04-04,19.744,0
"3017","SYU",2016-04-05,19.383,0
"3018","SYU",2016-04-06,21.435,0
"3019","SYU",2016-04-07,22.251,0
"3020","SYU",2016-04-08,19.765,0
"3021","SYU",2016-04-09,20.499,2
"3022","SYU",2016-04-10,19.091,9
"3023","SYU",2016-04-11,17.177,4
"3024","SYU",2016-04-12,19.899,4
"3025","SYU",2016-04-13,18.99,54
"3026","SYU",2016-04-14,18.849,17
"3027","SYU",2016-04-15,19.065,6
"3028","SYU",2016-04-16,22.638,0
"3029","SYU",2016-04-17,21.049,1
"3030","SYU",2016-04-18,17.534,4
"3031","SYU",2016-04-19,20.294,0
"3032","SYU",2016-04-20,21.062,1
"3033","SYU",2016-04-21,23.492,0
"3034","SYU",2016-04-22,21.863,3
"3035","SYU",2016-04-23,22.13,0
"3036","SYU",2016-04-24,20.319,1
"3037","SYU",2016-04-25,20.4690000000001,1
"3038","SYU",2016-04-26,21.524,2
"3039","SYU",2016-04-27,21.669,4
"3040","SYU",2016-04-28,18.42,9
"3041","SYU",2016-04-29,18.462,0
"3042","SYU",2016-04-30,17.872,10
"3043","SYU",2016-05-01,18.683,5
"3044","SYU",2016-05-02,23.037,1
"3045","SYU",2016-05-03,23.09,1
"3046","SYU",2016-05-04,22.68,6
"3047","SYU",2016-05-05,23.046,1
"3048","SYU",2016-05-06,24.024,0
"3049","SYU",2016-05-07,23.178,0
"3050","SYU",2016-05-08,22.801,2
"3051","SYU",2016-05-09,23.697,0
"3052","SYU",2016-05-10,22.221,2
"3053","SYU",2016-05-11,20.557,2
"3054","SYU",2016-05-12,22.296,2
"3055","SYU",2016-05-13,23.5820000000001,3
"3056","SYU",2016-05-14,23.185,4
"3057","SYU",2016-05-15,22.642,14
"3058","SYU",2016-05-16,18.567,5
"3059","SYU",2016-05-17,19.114,4
"3060","SYU",2016-05-18,20.384,2
"3061","SYU",2016-05-19,21.496,1
"3062","SYU",2016-05-20,22.478,3
"3063","SYU",2016-05-21,21.102,6
"3064","SYU",2016-05-22,22.2070000000001,5
"3065","SYU",2016-05-23,22.548,16
"3066","SYU",2016-05-24,22.284,4
"3067","SYU",2016-05-25,22.622,1
"3068","SYU",2016-05-26,23.847,2
"3069","SYU",2016-05-27,24.626,4
"3070","SYU",2016-05-28,25.881,1
"3071","SYU",2016-05-29,25.946,1
"3072","SYU",2016-05-30,25.498,1
"3073","SYU",2016-05-31,26.02,1
"3074","SYU",2016-06-01,26.615,1
"3075","SYU",2016-06-02,24.178,5
"3076","SYU",2016-06-03,26.171,0
"3077","SYU",2016-06-04,26.536,0
"3078","SYU",2016-06-05,23.274,2
"3079","SYU",2016-06-06,22.476,2
"3080","SYU",2016-06-07,23.593,4
"3081","SYU",2016-06-08,24.041,2
"3082","SYU",2016-06-09,23.496,13
"3083","SYU",2016-06-10,22.288,23
"3084","SYU",2016-06-11,22.104,15
"3085","SYU",2016-06-12,23.042,31
"3086","SYU",2016-06-13,23.017,9
"3087","SYU",2016-06-14,22.736,5
"3088","SYU",2016-06-15,25.975,1
"3089","SYU",2016-06-16,25.379,1
"3090","SYU",2016-06-17,24.066,1
"3091","SYU",2016-06-18,23.676,1
"3092","SYU",2016-06-19,24.322,3
"3093","SYU",2016-06-20,24.537,6
"3094","SYU",2016-06-21,24.731,1
"3095","SYU",2016-06-22,25.644,2
"3096","SYU",2016-06-23,25.37,6
"3097","SYU",2016-06-24,25.414,4
"3098","SYU",2016-06-25,25.683,2
"3099","SYU",2016-06-26,24.91,3
"3100","SYU",2016-06-27,25.62,6
"3101","SYU",2016-06-28,24.8,12
"3102","SYU",2016-06-29,24.232,8
"3103","SYU",2016-06-30,24.324,1
"3104","SYU",2016-07-01,24.929,1
"3105","SYU",2016-07-02,24.616,4
"3106","SYU",2016-07-03,23.926,3
"3107","SYU",2016-07-04,24.705,8
"3108","SYU",2016-07-05,25.7,1
"3109","SYU",2016-07-06,25.612,3
"3110","SYU",2016-07-07,25.776,17
"3111","SYU",2016-07-08,24.194,21
"3112","SYU",2016-07-09,23.796,67
"3113","SYU",2016-07-10,23.637,17
"3114","SYU",2016-07-11,23.553,12
"3115","SYU",2016-07-12,24.214,8
"3116","SYU",2016-07-13,25.56,1
"3117","SYU",2016-07-14,25.77,2
"3118","SYU",2016-07-15,26.24,0
"3119","SYU",2016-07-16,25.936,0
"3120","SYU",2016-07-17,24.341,3
"3121","SYU",2016-07-18,23.113,6
"3122","SYU",2016-07-19,23.855,8
"3123","SYU",2016-07-20,24.471,3
"3124","SYU",2016-07-21,25.397,0
"3125","SYU",2016-07-22,25.086,2
"3126","SYU",2016-07-23,25.787,4
"3127","SYU",2016-07-24,25.591,1
"3128","SYU",2016-07-25,25.88,1
"3129","SYU",2016-07-26,25.662,3
"3130","SYU",2016-07-27,26.065,0
"3131","SYU",2016-07-28,25.913,0
"3132","SYU",2016-07-29,25.042,4
"3133","SYU",2016-07-30,24.928,3
"3134","SYU",2016-07-31,26.583,4
"3135","SYU",2016-08-01,25.389,12
"3136","SYU",2016-08-02,23.9690000000001,21
"3137","SYU",2016-08-03,24.044,11
"3138","SYU",2016-08-04,24.584,1
"3139","SYU",2016-08-05,24.419,3
"3140","SYU",2016-08-06,24.407,2
"3141","SYU",2016-08-07,24.643,2
"3142","SYU",2016-08-08,24.385,1
"3143","SYU",2016-08-09,23.891,4
"3144","SYU",2016-08-10,24.628,42
"3145","SYU",2016-08-11,23.329,28
"3146","SYU",2016-08-12,23.102,73
"3147","SYU",2016-08-13,22.339,29
"3148","SYU",2016-08-14,24.264,28
"3149","SYU",2016-08-15,24.593,9
"3150","SYU",2016-08-16,23.54,16
"3151","SYU",2016-08-17,23.242,10
"3152","SYU",2016-08-18,23.722,9
"3153","SYU",2016-08-19,22.896,6
"3154","SYU",2016-08-20,23.881,8
"3155","SYU",2016-08-21,24.036,4
"3156","SYU",2016-08-22,24.799,1
"3157","SYU",2016-08-23,25.157,1
"3158","SYU",2016-08-24,25.1950000000001,1
"3159","SYU",2016-08-25,25.046,0
"3160","SYU",2016-08-26,24.754,1
"3161","SYU",2016-08-27,24.562,10
"3162","SYU",2016-08-28,22.408,8
"3163","SYU",2016-08-29,22.439,4
"3164","SYU",2016-08-30,22.586,1
"3165","SYU",2016-08-31,22.892,0
"3166","SYU",2016-09-01,24.261,0
"3167","SYU",2016-09-02,23.263,7
"3168","SYU",2016-09-03,22.5940000000001,24
"3169","SYU",2016-09-04,23.814,20
"3170","SYU",2016-09-05,23.784,147
"3171","SYU",2016-09-06,22.268,42
"3172","SYU",2016-09-07,22.001,24
"3173","SYU",2016-09-08,22.428,4
"3174","SYU",2016-09-09,22.521,4
"3175","SYU",2016-09-10,22.108,3
"3176","SYU",2016-09-11,23.668,2
"3177","SYU",2016-09-12,23.136,1
"3178","SYU",2016-09-13,24.389,17
"3179","SYU",2016-09-14,22.232,44
"3180","SYU",2016-09-15,22.144,7
"3181","SYU",2016-09-16,23.936,14
"3182","SYU",2016-09-17,21.68,40
"3183","SYU",2016-09-18,22.366,3
"3184","SYU",2016-09-19,21.614,1
"3185","SYU",2016-09-20,21.822,1
"3186","SYU",2016-09-21,22.791,1
"3187","SYU",2016-09-22,22.761,1
"3188","SYU",2016-09-23,22.617,0
"3189","SYU",2016-09-24,23.571,0
"3190","SYU",2016-09-25,23.69,0
"3191","SYU",2016-09-26,24.181,35
"3192","SYU",2016-09-27,22.155,121
"3193","SYU",2016-09-28,22.714,16
"3194","SYU",2016-09-29,22.76,28
"3195","SYU",2016-09-30,22.843,15
"3196","SYU",2016-10-01,23.073,1
"3197","SYU",2016-10-02,23.69,0
"3198","SYU",2016-10-03,23.284,0
"3199","SYU",2016-10-04,23.107,0
"3200","SYU",2016-10-05,24.147,1
"3201","SYU",2016-10-06,23.269,39
"3202","SYU",2016-10-07,21.696,67
"3203","SYU",2016-10-08,21.21,67
"3204","SYU",2016-10-09,19.136,47
"3205","SYU",2016-10-10,19.889,8
"3206","SYU",2016-10-11,21.657,5
"3207","SYU",2016-10-12,21.282,2
"3208","SYU",2016-10-13,21.712,5
"3209","SYU",2016-10-14,22.71,0
"3210","SYU",2016-10-15,23.116,10
"3211","SYU",2016-10-16,23.107,2
"3212","SYU",2016-10-17,24.0820000000001,0
"3213","SYU",2016-10-18,23.491,1
"3214","SYU",2016-10-19,24.236,33
"3215","SYU",2016-10-20,25.008,5
"3216","SYU",2016-10-21,23.899,5
"3217","SYU",2016-10-22,23.609,4
"3218","SYU",2016-10-23,22.839,1
"3219","SYU",2016-10-24,22.304,1
"3220","SYU",2016-10-25,22.917,0
"3221","SYU",2016-10-26,23.399,0
"3222","SYU",2016-10-27,22.415,2
"3223","SYU",2016-10-28,22.93,0
"3224","SYU",2016-10-29,21.003,0
"3225","SYU",2016-10-30,20.413,0
"3226","SYU",2016-10-31,20.942,0
"3227","SYU",2016-11-01,18.267,0
"3228","SYU",2016-11-02,17.493,0
"3229","SYU",2016-11-03,18.383,1
"3230","SYU",2016-11-04,18.655,0
"3231","SYU",2016-11-05,19.08,0
"3232","SYU",2016-11-06,20.648,0
"3233","SYU",2016-11-07,19.93,1
"3234","SYU",2016-11-08,17.775,1
"3235","SYU",2016-11-09,17.125,1
"3236","SYU",2016-11-10,16.21,1
"3237","SYU",2016-11-11,18.795,0
